20260401 052100;1.158700;1.158800;1.158670;1.158690;0
20260401 052200;1.158700;1.158800;1.158630;1.158750;0
20260401 052300;1.158780;1.158990;1.158690;1.158890;0
20260401 052400;1.158880;1.158880;1.158560;1.158670;0
20260401 052500;1.158650;1.158690;1.158520;1.158600;0
20260401 052600;1.158600;1.158670;1.158540;1.158580;0
20260401 052700;1.158590;1.158590;1.158380;1.158450;0
20260401 052800;1.158470;1.158600;1.158200;1.158220;0
20260401 052900;1.158220;1.158500;1.158170;1.158450;0
20260401 053000;1.158440;1.158520;1.158310;1.158410;0
20260401 053100;1.158410;1.158640;1.158070;1.158090;0
20260401 053200;1.158090;1.158370;1.158090;1.158300;0
20260401 053300;1.158300;1.158310;1.158110;1.158150;0
20260401 053400;1.158160;1.158310;1.158090;1.158240;0
20260401 053500;1.158260;1.158340;1.158180;1.158310;0
20260401 053600;1.158300;1.158380;1.158150;1.158200;0
20260401 053700;1.158190;1.158520;1.158170;1.158460;0
20260401 053800;1.158460;1.158530;1.158450;1.158510;0
20260401 053900;1.158520;1.158520;1.158390;1.158450;0
20260401 054000;1.158450;1.158630;1.158450;1.158630;0
20260401 054100;1.158620;1.158650;1.158520;1.158590;0
20260401 054200;1.158580;1.158700;1.158530;1.158620;0
20260401 054300;1.158630;1.158660;1.158480;1.158500;0
20260401 054400;1.158520;1.158530;1.158280;1.158380;0
20260401 054500;1.158370;1.158500;1.158340;1.158360;0
20260401 054600;1.158370;1.158690;1.158370;1.158690;0
20260401 054700;1.158670;1.158700;1.158590;1.158700;0
20260401 054800;1.158690;1.158900;1.158690;1.158840;0
20260401 054900;1.158840;1.159040;1.158840;1.159040;0
20260401 055000;1.159040;1.159150;1.159020;1.159130;0
20260401 055100;1.159120;1.159140;1.159040;1.159110;0
20260401 055200;1.159130;1.159310;1.159030;1.159280;0
20260401 055300;1.159300;1.159460;1.159240;1.159390;0
20260401 055400;1.159370;1.159390;1.159140;1.159340;0
20260401 055500;1.159390;1.159580;1.159160;1.159310;0
20260401 055600;1.159280;1.159480;1.159200;1.159450;0
20260401 055700;1.159460;1.159740;1.159460;1.159580;0
20260401 055800;1.159570;1.159630;1.159400;1.159450;0
20260401 055900;1.159460;1.159540;1.159380;1.159530;0
20260401 060000;1.159530;1.159730;1.159400;1.159710;0
20260401 060100;1.159700;1.159700;1.159500;1.159620;0
20260401 060200;1.159610;1.159610;1.159340;1.159510;0
20260401 060300;1.159510;1.159600;1.159480;1.159550;0
20260401 060400;1.159520;1.159610;1.159350;1.159610;0
20260401 060500;1.159630;1.160020;1.159590;1.160020;0
20260401 060600;1.160010;1.160060;1.159930;1.159950;0
20260401 060700;1.159960;1.159970;1.159830;1.159860;0
20260401 060800;1.159860;1.159920;1.159820;1.159900;0
