ts,open,high,low,close,volume,datetime_utc
1483315200,1.05155,1.0523,1.04496,1.04572,0,2017-01-02 00:00:00
1483401600,1.04572,1.049,1.03406,1.04173,0,2017-01-03 00:00:00
1483488000,1.04172,1.05012,1.03899,1.04968,0,2017-01-04 00:00:00
1483574400,1.04967,1.06151,1.04824,1.06037,0,2017-01-05 00:00:00
1483660800,1.06036,1.06214,1.05249,1.05306,0,2017-01-06 00:00:00
1483833600,1.05284,1.05357,1.05257,1.05295,0,2017-01-08 00:00:00
1483920000,1.05295,1.0589,1.05108,1.05857,0,2017-01-09 00:00:00
1484006400,1.05857,1.0627,1.05508,1.05521,0,2017-01-10 00:00:00
1484092800,1.0552,1.06228,1.04537,1.0594,0,2017-01-11 00:00:00
1484179200,1.05941,1.06847,1.05714,1.06161,0,2017-01-12 00:00:00
1484265600,1.0616,1.06765,1.05962,1.06425,0,2017-01-13 00:00:00
1484438400,1.06047,1.06358,1.06047,1.06272,0,2017-01-15 00:00:00
1484524800,1.06273,1.06344,1.05793,1.06019,0,2017-01-16 00:00:00
1484611200,1.06017,1.07197,1.06007,1.0697,0,2017-01-17 00:00:00
1484697600,1.06965,1.07123,1.06244,1.06279,0,2017-01-18 00:00:00
1484784000,1.0628,1.06765,1.05892,1.0659,0,2017-01-19 00:00:00
1484870400,1.06591,1.07094,1.0625,1.06988,0,2017-01-20 00:00:00
1485043200,1.07004,1.07165,1.06935,1.07123,0,2017-01-22 00:00:00
1485129600,1.07125,1.0773,1.0706,1.07589,0,2017-01-23 00:00:00
1485216000,1.07588,1.07747,1.07203,1.07281,0,2017-01-24 00:00:00
1485302400,1.07281,1.07697,1.07112,1.07524,0,2017-01-25 00:00:00
1485388800,1.07525,1.07654,1.06576,1.06831,0,2017-01-26 00:00:00
1485475200,1.06831,1.07249,1.06581,1.06963,0,2017-01-27 00:00:00
1485648000,1.07204,1.07204,1.0708,1.07168,0,2017-01-29 00:00:00
1485734400,1.07169,1.07402,1.06201,1.07074,0,2017-01-30 00:00:00
1485820800,1.07075,1.08121,1.06848,1.08008,0,2017-01-31 00:00:00
1485907200,1.08008,1.08073,1.07316,1.07653,0,2017-02-01 00:00:00
1485993600,1.07651,1.08287,1.07556,1.07616,0,2017-02-02 00:00:00
1486080000,1.07616,1.07976,1.07069,1.07825,0,2017-02-03 00:00:00
1486252800,1.07869,1.07912,1.07778,1.07823,0,2017-02-05 00:00:00
1486339200,1.07824,1.07886,1.07055,1.07429,0,2017-02-06 00:00:00
1486425600,1.07428,1.07443,1.0656,1.06784,0,2017-02-07 00:00:00
1486512000,1.06783,1.07137,1.06406,1.06911,0,2017-02-08 00:00:00
1486598400,1.06912,1.07095,1.06508,1.06571,0,2017-02-09 00:00:00
1486684800,1.06571,1.06675,1.06076,1.06386,0,2017-02-10 00:00:00
1486857600,1.06263,1.06368,1.06173,1.06185,0,2017-02-12 00:00:00
1486944000,1.06185,1.06582,1.05919,1.05987,0,2017-02-13 00:00:00
1487030400,1.05987,1.06333,1.05607,1.05781,0,2017-02-14 00:00:00
1487116800,1.05781,1.06093,1.05213,1.06029,0,2017-02-15 00:00:00
1487203200,1.06025,1.06792,1.05998,1.0671,0,2017-02-16 00:00:00
1487289600,1.06711,1.06764,1.06051,1.06127,0,2017-02-17 00:00:00
1487462400,1.06056,1.06328,1.06056,1.06252,0,2017-02-19 00:00:00
1487548800,1.06252,1.06298,1.06031,1.06086,0,2017-02-20 00:00:00
1487635200,1.06086,1.06126,1.05256,1.05409,0,2017-02-21 00:00:00
1487721600,1.05413,1.05739,1.04937,1.05503,0,2017-02-22 00:00:00
1487808000,1.05503,1.05951,1.05375,1.05839,0,2017-02-23 00:00:00
1487894400,1.0584,1.06177,1.05563,1.05611,0,2017-02-24 00:00:00
1488067200,1.05609,1.05647,1.05516,1.05519,0,2017-02-26 00:00:00
1488153600,1.0552,1.06305,1.05513,1.05837,0,2017-02-27 00:00:00
1488240000,1.05837,1.063,1.05665,1.05689,0,2017-02-28 00:00:00
1488326400,1.05688,1.05891,1.05141,1.05357,0,2017-03-01 00:00:00
1488412800,1.05358,1.05455,1.04949,1.05067,0,2017-03-02 00:00:00
1488499200,1.05069,1.06238,1.05021,1.06205,0,2017-03-03 00:00:00
1488672000,1.06067,1.06212,1.05998,1.06206,0,2017-03-05 00:00:00
1488758400,1.06207,1.06398,1.05746,1.05788,0,2017-03-06 00:00:00
1488844800,1.05792,1.06025,1.05581,1.05692,0,2017-03-07 00:00:00
1488931200,1.05692,1.0574,1.05347,1.05445,0,2017-03-08 00:00:00
1489017600,1.05446,1.06149,1.0525,1.05795,0,2017-03-09 00:00:00
1489104000,1.05795,1.06992,1.05781,1.06731,0,2017-03-10 00:00:00
1489276800,1.06759,1.06878,1.06755,1.06791,0,2017-03-12 00:00:00
1489363200,1.0679,1.07142,1.06509,1.06519,0,2017-03-13 00:00:00
1489449600,1.06517,1.06625,1.06,1.06087,0,2017-03-14 00:00:00
1489536000,1.06089,1.07399,1.06072,1.07299,0,2017-03-15 00:00:00
1489622400,1.07303,1.07742,1.07056,1.07712,0,2017-03-16 00:00:00
1489708800,1.07713,1.07824,1.07274,1.07374,0,2017-03-17 00:00:00
1489881600,1.07314,1.07446,1.07314,1.07416,0,2017-03-19 00:00:00
1489968000,1.07416,1.07773,1.07249,1.07336,0,2017-03-20 00:00:00
1490054400,1.07338,1.08191,1.0719,1.08121,0,2017-03-21 00:00:00
1490140800,1.08121,1.08247,1.07758,1.07935,0,2017-03-22 00:00:00
1490227200,1.0794,1.08048,1.0768,1.0782,0,2017-03-23 00:00:00
1490313600,1.0782,1.08178,1.07601,1.0798,0,2017-03-24 00:00:00
1490486400,1.0836,1.08489,1.08269,1.08477,0,2017-03-26 00:00:00
1490572800,1.08479,1.09061,1.08376,1.08645,0,2017-03-27 00:00:00
1490659200,1.08645,1.08725,1.0799,1.08143,0,2017-03-28 00:00:00
1490745600,1.08142,1.08263,1.07397,1.07649,0,2017-03-29 00:00:00
1490832000,1.07647,1.07678,1.06717,1.0684,0,2017-03-30 00:00:00
1490918400,1.06841,1.07016,1.065,1.06522,0,2017-03-31 00:00:00
1491091200,1.06611,1.06716,1.06584,1.06711,0,2017-04-02 00:00:00
1491177600,1.06711,1.0681,1.06421,1.06666,0,2017-04-03 00:00:00
1491264000,1.06665,1.06851,1.06356,1.0679,0,2017-04-04 00:00:00
1491350400,1.0679,1.06889,1.06349,1.06687,0,2017-04-05 00:00:00
1491436800,1.06687,1.0684,1.06289,1.06428,0,2017-04-06 00:00:00
1491523200,1.06426,1.06662,1.05805,1.05821,0,2017-04-07 00:00:00
1491696000,1.05855,1.05884,1.05779,1.05784,0,2017-04-09 00:00:00
1491782400,1.05783,1.06066,1.05697,1.05978,0,2017-04-10 00:00:00
1491868800,1.05979,1.063,1.05785,1.06044,0,2017-04-11 00:00:00
1491955200,1.06044,1.06748,1.05887,1.06664,0,2017-04-12 00:00:00
1492041600,1.06665,1.06776,1.0609,1.06164,0,2017-04-13 00:00:00
1492128000,1.06164,1.06294,1.06055,1.06104,0,2017-04-14 00:00:00
1492300800,1.06149,1.06155,1.06024,1.06046,0,2017-04-16 00:00:00
1492387200,1.06046,1.06705,1.06041,1.06412,0,2017-04-17 00:00:00
1492473600,1.06411,1.07358,1.06372,1.07293,0,2017-04-18 00:00:00
1492560000,1.07294,1.07367,1.07,1.07153,0,2017-04-19 00:00:00
1492646400,1.07159,1.07773,1.07068,1.07146,0,2017-04-20 00:00:00
1492732800,1.07144,1.07379,1.06821,1.07238,0,2017-04-21 00:00:00
1492905600,1.09169,1.09181,1.08696,1.08838,0,2017-04-23 00:00:00
1492992000,1.08837,1.08899,1.08206,1.08673,0,2017-04-24 00:00:00
1493078400,1.08673,1.095,1.08512,1.09295,0,2017-04-25 00:00:00
1493164800,1.09294,1.09507,1.08558,1.09083,0,2017-04-26 00:00:00
1493251200,1.09083,1.09328,1.08517,1.08699,0,2017-04-27 00:00:00
1493337600,1.08697,1.09472,1.08569,1.08926,0,2017-04-28 00:00:00
1493510400,1.09097,1.09102,1.08904,1.0902,0,2017-04-30 00:00:00
1493596800,1.09022,1.09238,1.08839,1.09111,0,2017-05-01 00:00:00
1493683200,1.09112,1.0933,1.08877,1.09305,0,2017-05-02 00:00:00
1493769600,1.09304,1.09369,1.08813,1.08889,0,2017-05-03 00:00:00
1493856000,1.08887,1.0987,1.08748,1.09804,0,2017-05-04 00:00:00
1493942400,1.09805,1.09997,1.09445,1.09985,0,2017-05-05 00:00:00
1494115200,1.10173,1.10211,1.09851,1.09929,0,2017-05-07 00:00:00
1494201600,1.09929,1.09965,1.09162,1.09253,0,2017-05-08 00:00:00
1494288000,1.09258,1.09334,1.08634,1.08819,0,2017-05-09 00:00:00
1494374400,1.08824,1.08979,1.08532,1.08663,0,2017-05-10 00:00:00
1494460800,1.08663,1.08929,1.08391,1.08635,0,2017-05-11 00:00:00
1494547200,1.08635,1.09341,1.08556,1.09292,0,2017-05-12 00:00:00
1494720000,1.09286,1.09348,1.09231,1.09257,0,2017-05-14 00:00:00
1494806400,1.09256,1.09895,1.09225,1.09809,0,2017-05-15 00:00:00
1494892800,1.0981,1.10972,1.09784,1.10946,0,2017-05-16 00:00:00
1494979200,1.10946,1.117,1.10815,1.11612,0,2017-05-17 00:00:00
1495065600,1.11613,1.11717,1.10757,1.11076,0,2017-05-18 00:00:00
1495152000,1.11077,1.12119,1.10994,1.12063,0,2017-05-19 00:00:00
1495324800,1.11932,1.12078,1.11932,1.12064,0,2017-05-21 00:00:00
1495411200,1.12064,1.12633,1.11614,1.12386,0,2017-05-22 00:00:00
1495497600,1.12386,1.12682,1.11751,1.11872,0,2017-05-23 00:00:00
1495584000,1.11872,1.12231,1.11684,1.1217,0,2017-05-24 00:00:00
1495670400,1.12172,1.12502,1.11936,1.12124,0,2017-05-25 00:00:00
1495756800,1.12125,1.12344,1.11605,1.11809,0,2017-05-26 00:00:00
1495929600,1.11716,1.11826,1.11693,1.11825,0,2017-05-28 00:00:00
1496016000,1.1183,1.11898,1.11348,1.11382,0,2017-05-29 00:00:00
1496102400,1.11382,1.1205,1.11096,1.11732,0,2017-05-30 00:00:00
1496188800,1.11734,1.1252,1.11645,1.12384,0,2017-05-31 00:00:00
1496275200,1.12385,1.12565,1.1202,1.12185,0,2017-06-01 00:00:00
1496361600,1.12189,1.1285,1.12049,1.12809,0,2017-06-02 00:00:00
1496534400,1.12704,1.12837,1.12704,1.12788,0,2017-06-04 00:00:00
1496620800,1.12789,1.12808,1.12341,1.12579,0,2017-06-05 00:00:00
1496707200,1.1258,1.12837,1.12404,1.12778,0,2017-06-06 00:00:00
1496793600,1.1278,1.12821,1.12039,1.12578,0,2017-06-07 00:00:00
1496880000,1.12579,1.12689,1.11946,1.12032,0,2017-06-08 00:00:00
1496966400,1.12032,1.12156,1.11663,1.11941,0,2017-06-09 00:00:00
1497139200,1.12058,1.12094,1.12026,1.12035,0,2017-06-11 00:00:00
